"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"Romania","Diesel","Passenger cars","Number","2021","3779497"
"Romania","Diesel","Passenger cars","Number","2022","3963472"
"Romania","Alternative (total)","Passenger cars","Number","1995","0"
"Romania","Alternative (total)","Passenger cars","Number","1996","0"
"Romania","Alternative (total)","Passenger cars","Number","2008","1000"
"Romania","Alternative (total)","Passenger cars","Number","2009","1000"
"Romania","Alternative (total)","Passenger cars","Number","2010","1000"
"Romania","Alternative (total)","Passenger cars","Number","2011","1000"
"Romania","Alternative (total)","Passenger cars","Number","2012","1000"
"Romania","Alternative (total)","Passenger cars","Number","2013","3028"
"Romania","Alternative (total)","Passenger cars","Number","2014","4814"
"Romania","Alternative (total)","Passenger cars","Number","2015","7118"
"Romania","Alternative (total)","Passenger cars","Number","2016","11358"
"Romania","Alternative (total)","Passenger cars","Number","2017","16776"
"Romania","Alternative (total)","Passenger cars","Number","2018","10646"
"Romania","Alternative (total)","Passenger cars","Number","2019","15392"
"Romania","Alternative (total)","Passenger cars","Number","2020","29206"
"Romania","Alternative (total)","Passenger cars","Number","2021","52494"
"Romania","Alternative (total)","Passenger cars","Number","2022","79278"
"Russian Federation","Petrol","Passenger cars","Number","1995","9899000"
"Russian Federation","Petrol","Passenger cars","Number","1996","10724200"
"Russian Federation","Diesel","Passenger cars","Number","1995","2876000"
"Russian Federation","Diesel","Passenger cars","Number","1996","3194100"
"Russian Federation","Alternative (total)","Passenger cars","Number","1995","1420300"
"Russian Federation","Alternative (total)","Passenger cars","Number","1996","1545980"
"San Marino","Petrol","Passenger cars","Number","2003","14530"
"San Marino","Petrol","Passenger cars","Number","2004","15026000"
"San Marino","Diesel","Passenger cars","Number","2003","12290"
"San Marino","Diesel","Passenger cars","Number","2004","14677000"
"San Marino","Alternative (total)","Passenger cars","Number","2004","31000"
"Serbia","Petrol","Passenger cars","Number","2006","1186000"
"Serbia","Petrol","Passenger cars","Number","2007","1095000"
"Serbia","Petrol","Passenger cars","Number","2008","1050000"
"Serbia","Petrol","Passenger cars","Number","2009","1053000"
"Serbia","Petrol","Passenger cars","Number","2010","1048885"
"Serbia","Petrol","Passenger cars","Number","2011","1143941"
"Serbia","Petrol","Passenger cars","Number","2012","1142378"
"Serbia","Petrol","Passenger cars","Number","2013","1122218"
"Serbia","Petrol","Passenger cars","Number","2014","1098359"
"Serbia","Diesel","Passenger cars","Number","2006","268000"
"Serbia","Diesel","Passenger cars","Number","2007","299000"
"Serbia","Diesel","Passenger cars","Number","2008","319000"
"Serbia","Diesel","Passenger cars","Number","2009","417000"
"Serbia","Diesel","Passenger cars","Number","2010","515968"
"Serbia","Diesel","Passenger cars","Number","2011","532836"
"Serbia","Diesel","Passenger cars","Number","2012","583056"
"Serbia","Diesel","Passenger cars","Number","2013","647521"
"Serbia","Diesel","Passenger cars","Number","2014","698700"
"Serbia","Alternative (total)","Passenger cars","Number","2006","58000"
"Serbia","Alternative (total)","Passenger cars","Number","2007","83000"
"Serbia","Alternative (total)","Passenger cars","Number","2008","118000"
"Serbia","Alternative (total)","Passenger cars","Number","2009","156000"
"Serbia","Alternative (total)","Passenger cars","Number","2010","293000"
"Slovakia","Petrol","Passenger cars","Number","1997","886960"
"Slovakia","Diesel","Passenger cars","Number","1997","82380"
"Slovakia","Alternative (total)","Passenger cars","Number","1997","166574"
"Slovenia","Petrol","Passenger cars","Number","1993","577654"
"Slovenia","Petrol","Passenger cars","Number","1994","602579"
"Slovenia","Petrol","Passenger cars","Number","1995","641000"
"Slovenia","Petrol","Passenger cars","Number","1996","667000"
"Slovenia","Petrol","Passenger cars","Number","1997","706000"
"Slovenia","Petrol","Passenger cars","Number","1998","735000"
"Slovenia","Petrol","Passenger cars","Number","1999","763000"
"Slovenia","Petrol","Passenger cars","Number","2000","779000"
"Slovenia","Petrol","Passenger cars","Number","2001","787000"
"Slovenia","Petrol","Passenger cars","Number","2002","770600"
"Slovenia","Petrol","Passenger cars","Number","2003","769000"
"Slovenia","Petrol","Passenger cars","Number","2004","758000"
"Slovenia","Petrol","Passenger cars","Number","2005","753000"
"Slovenia","Petrol","Passenger cars","Number","2006","741000"
"Slovenia","Petrol","Passenger cars","Number","2007","734000"
"Slovenia","Petrol","Passenger cars","Number","2008","729740"
"Slovenia","Petrol","Passenger cars","Number","2009","713028"
"Slovenia","Petrol","Passenger cars","Number","2010","693120"
"Slovenia","Petrol","Passenger cars","Number","2011","676990"
"Slovenia","Petrol","Passenger cars","Number","2012","655120"
"Slovenia","Petrol","Passenger cars","Number","2013","633646"
"Slovenia","Petrol","Passenger cars","Number","2014","609213"
"Slovenia","Petrol","Passenger cars","Number","2015","594627"
"Slovenia","Petrol","Passenger cars","Number","2016","583837"
"Slovenia","Petrol","Passenger cars","Number","2017","575060"
"Slovenia","Petrol","Passenger cars","Number","2018","571225"
"Slovenia","Petrol","Passenger cars","Number","2019","568597"
"Slovenia","Petrol","Passenger cars","Number","2020","559184"
"Slovenia","Petrol","Passenger cars","Number","2021","556424"
"Slovenia","Petrol","Passenger cars","Number","2022","559802"
"Slovenia","Diesel","Passenger cars","Number","1993","49289"
"Slovenia","Diesel","Passenger cars","Number","1994","53024"
"Slovenia","Diesel","Passenger cars","Number","1995","56000"
"Slovenia","Diesel","Passenger cars","Number","1996","59000"
"Slovenia","Diesel","Passenger cars","Number","1997","72000"
"Slovenia","Diesel","Passenger cars","Number","1998","78000"
"Slovenia","Diesel","Passenger cars","Number","1999","85000"
"Slovenia","Diesel","Passenger cars","Number","2000","89000"
"Slovenia","Diesel","Passenger cars","Number","2001","97000"
"Slovenia","Diesel","Passenger cars","Number","2002","142000"
"Slovenia","Diesel","Passenger cars","Number","2003","139000"
"Slovenia","Diesel","Passenger cars","Number","2004","173000"
"Slovenia","Diesel","Passenger cars","Number","2005","205000"
"Slovenia","Diesel","Passenger cars","Number","2006","237000"
"Slovenia","Diesel","Passenger cars","Number","2007","278000"
"Slovenia","Diesel","Passenger cars","Number","2008","312960"
"Slovenia","Diesel","Passenger cars","Number","2009","344176"
"Slovenia","Diesel","Passenger cars","Number","2010","367500"
"Slovenia","Diesel","Passenger cars","Number","2011","388560"
"Slovenia","Diesel","Passenger cars","Number","2012","410020"
"Slovenia","Diesel","Passenger cars","Number","2013","429303"
"Slovenia","Diesel","Passenger cars","Number","2014","450422"
"Slovenia","Diesel","Passenger cars","Number","2015","473665"
"Slovenia","Diesel","Passenger cars","Number","2016","500659"
"Slovenia","Diesel","Passenger cars","Number","2017","528809"
"Slovenia","Diesel","Passenger cars","Number","2018","555500"
"Slovenia","Diesel","Passenger cars","Number","2019","577772"
"Slovenia","Diesel","Passenger cars","Number","2020","588692"
"Slovenia","Diesel","Passenger cars","Number","2021","601917"
"Slovenia","Diesel","Passenger cars","Number","2022","605424"
"Slovenia","Alternative (total)","Passenger cars","Number","1993","5619"
"Slovenia","Alternative (total)","Passenger cars","Number","1994","1682"
"Slovenia","Alternative (total)","Passenger cars","Number","1995","1000"
"Slovenia","Alternative (total)","Passenger cars","Number","1996","1200"
"Slovenia","Alternative (total)","Passenger cars","Number","1997","1000"
"Slovenia","Alternative (total)","Passenger cars","Number","1998","1000"
"Slovenia","Alternative (total)","Passenger cars","Number","1999","1000"
"Slovenia","Alternative (total)","Passenger cars","Number","2000","1000"
"Slovenia","Alternative (total)","Passenger cars","Number","2001","1000"
"Slovenia","Alternative (total)","Passenger cars","Number","2002","2000"
"Slovenia","Alternative (total)","Passenger cars","Number","2003","2000"
"Slovenia","Alternative (total)","Passenger cars","Number","2004","2000"
"Slovenia","Alternative (total)","Passenger cars","Number","2005","2000"
"Slovenia","Alternative (total)","Passenger cars","Number","2006","2000"
"Slovenia","Alternative (total)","Passenger cars","Number","2007","2000"
"Slovenia","Alternative (total)","Passenger cars","Number","2008","2490"
"Slovenia","Alternative (total)","Passenger cars","Number","2009","1654"
"Slovenia","Alternative (total)","Passenger cars","Number","2010","1030"
"Slovenia","Alternative (total)","Passenger cars","Number","2011","900"
"Slovenia","Alternative (total)","Passenger cars","Number","2012","890"
"Slovenia","Alternative (total)","Passenger cars","Number","2013","846"
"Slovenia","Alternative (total)","Passenger cars","Number","2014","8727"
"Slovenia","Alternative (total)","Passenger cars","Number","2015","10445"
"Slovenia","Alternative (total)","Passenger cars","Number","2016","12027"
"Slovenia","Alternative (total)","Passenger cars","Number","2017","14066"
"Slovenia","Alternative (total)","Passenger cars","Number","2018","16425"
"Slovenia","Alternative (total)","Passenger cars","Number","2019","19002"
"Slovenia","Alternative (total)","Passenger cars","Number","2020","22814"
"Slovenia","Alternative (total)","Passenger cars","Number","2021","31116"
"Slovenia","Alternative (total)","Passenger cars","Number","2022","42529"
"Spain","Petrol","Passenger cars","Number","1993","11839000"
"Spain","Petrol","Passenger cars","Number","1994","11928000"
"Spain","Petrol","Passenger cars","Number","1995","12153000"
"Spain","Petrol","Passenger cars","Number","1996","12362000"
"Spain","Petrol","Passenger cars","Number","1997","12491000"
"Spain","Petrol","Passenger cars","Number","1998","12681000"
"Spain","Petrol","Passenger cars","Number","1999","12803000"
"Spain","Petrol","Passenger cars","Number","2000","12747000"
"Spain","Petrol","Passenger cars","Number","2001","12796000"
"Spain","Petrol","Passenger cars","Number","2002","12729000"
"Spain","Petrol","Passenger cars","Number","2003","12096000"
"Spain","Petrol","Passenger cars","Number","2004","12035000"
"Spain","Petrol","Passenger cars","Number","2005","11816000"
"Spain","Petrol","Passenger cars","Number","2006","11667000"
"Spain","Petrol","Passenger cars","Number","2007","11500000"
"Spain","Petrol","Passenger cars","Number","2008","11345000"
"Spain","Petrol","Passenger cars","Number","2009","10901000"
"Spain","Petrol","Passenger cars","Number","2010","10677000"
"Spain","Petrol","Passenger cars","Number","2011","10510000"
"Spain","Petrol","Passenger cars","Number","2012","10305000"
"Spain","Petrol","Passenger cars","Number","2014","9718378"
"Spain","Petrol","Passenger cars","Number","2015","9696611"
"Spain","Petrol","Passenger cars","Number","2016","9819154"
"Spain","Petrol","Passenger cars","Number","2017","10091031"
"Spain","Petrol","Passenger cars","Number","2018","10497405"
"Spain","Petrol","Passenger cars","Number","2019","11079058"
"Spain","Petrol","Passenger cars","Number","2020","11268897"
"Spain","Petrol","Passenger cars","Number","2021","11562236"
"Spain","Petrol","Passenger cars","Number","2022","11904738"
"Spain","Diesel","Passenger cars","Number","1993","1602000"
"Spain","Diesel","Passenger cars","Number","1994","1806000"
"Spain","Diesel","Passenger cars","Number","1995","2059000"
"Spain","Diesel","Passenger cars","Number","1996","2391000"
"Spain","Diesel","Passenger cars","Number","1997","2807000"
"Spain","Diesel","Passenger cars","Number","1998","3369000"
"Spain","Diesel","Passenger cars","Number","1999","4044000"
"Spain","Diesel","Passenger cars","Number","2000","4702000"
"Spain","Diesel","Passenger cars","Number","2001","5355000"
"Spain","Diesel","Passenger cars","Number","2002","6004000"
"Spain","Diesel","Passenger cars","Number","2003","6592000"
"Spain","Diesel","Passenger cars","Number","2004","7507000"
"Spain","Diesel","Passenger cars","Number","2005","8434000"
"Spain","Diesel","Passenger cars","Number","2006","9380000"
"Spain","Diesel","Passenger cars","Number","2007","10256000"
"Spain","Diesel","Passenger cars","Number","2008","10797000"
"Spain","Diesel","Passenger cars","Number","2009","11079000"
"Spain","Diesel","Passenger cars","Number","2010","11467000"
"Spain","Diesel","Passenger cars","Number","2011","11763000"
"Spain","Diesel","Passenger cars","Number","2012","11938000"
"Spain","Diesel","Passenger cars","Number","2014","12303075"
"Spain","Diesel","Passenger cars","Number","2015","12645648"
"Spain","Diesel","Passenger cars","Number","2016","13032515"
"Spain","Diesel","Passenger cars","Number","2017","13371064"
"Spain","Diesel","Passenger cars","Number","2018","13505356"
"Spain","Diesel","Passenger cars","Number","2019","14624456"
"Spain","Diesel","Passenger cars","Number","2020","14599359"
"Spain","Diesel","Passenger cars","Number","2021","14524538"
"Spain","Diesel","Passenger cars","Number","2022","14444847"
"Spain","Alternative (total)","Passenger cars","Number","1993","0"
"Spain","Alternative (total)","Passenger cars","Number","1994","0"
"Spain","Alternative (total)","Passenger cars","Number","1995","0"
"Spain","Alternative (total)","Passenger cars","Number","2004","0"
"Spain","Alternative (total)","Passenger cars","Number","2006","5000"
"Spain","Alternative (total)","Passenger cars","Number","2007","5000"
"Spain","Alternative (total)","Passenger cars","Number","2008","4000"
"Spain","Alternative (total)","Passenger cars","Number","2009","4000"
"Spain","Alternative (total)","Passenger cars","Number","2010","4000"
"Spain","Alternative (total)","Passenger cars","Number","2011","4000"
"Spain","Alternative (total)","Passenger cars","Number","2012","5000"
"Spain","Alternative (total)","Passenger cars","Number","2014","8059"
"Spain","Alternative (total)","Passenger cars","Number","2015","13290"
"Spain","Alternative (total)","Passenger cars","Number","2016","25161"
"Spain","Alternative (total)","Passenger cars","Number","2017","38306"
"Spain","Alternative (total)","Passenger cars","Number","2018","71390"
"Spain","Alternative (total)","Passenger cars","Number","2019","133072"
"Spain","Alternative (total)","Passenger cars","Number","2020","166091"
"Spain","Alternative (total)","Passenger cars","Number","2021","207108"
"Spain","Alternative (total)","Passenger cars","Number","2022","255893"
"Sweden","Petrol","Passenger cars","Number","1993","3472000"
"Sweden","Petrol","Passenger cars","Number","1994","3499000"
"Sweden","Petrol","Passenger cars","Number","1995","3534000"
"Sweden","Petrol","Passenger cars","Number","1996","3549000"
"Sweden","Petrol","Passenger cars","Number","1997","3572000"
"Sweden","Petrol","Passenger cars","Number","1998","3629000"
"Sweden","Petrol","Passenger cars","Number","1999","3711000"
"Sweden","Petrol","Passenger cars","Number","2000","3804000"
"Sweden","Petrol","Passenger cars","Number","2001","3834000"
"Sweden","Petrol","Passenger cars","Number","2002","3853000"
"Sweden","Petrol","Passenger cars","Number","2003","3878000"
"Sweden","Petrol","Passenger cars","Number","2004","3906000"
"Sweden","Petrol","Passenger cars","Number","2005","3931000"
"Sweden","Petrol","Passenger cars","Number","2006","3941000"
"Sweden","Petrol","Passenger cars","Number","2007","3905000"
"Sweden","Petrol","Passenger cars","Number","2008","3860000"
"Sweden","Petrol","Passenger cars","Number","2009","3814000"
"Sweden","Petrol","Passenger cars","Number","2010","3498301"
"Sweden","Petrol","Passenger cars","Number","2011","3385092"
"Sweden","Petrol","Passenger cars","Number","2012","3260349"
"Sweden","Petrol","Passenger cars","Number","2013","3158462"
"Sweden","Petrol","Passenger cars","Number","2014","3086543"
"Sweden","Petrol","Passenger cars","Number","2015","3008460"
"Sweden","Petrol","Passenger cars","Number","2016","2958165"
"Sweden","Petrol","Passenger cars","Number","2017","2921057"
"Sweden","Petrol","Passenger cars","Number","2018","2889461"
"Sweden","Petrol","Passenger cars","Number","2019","2868708"
"Sweden","Petrol","Passenger cars","Number","2020","2903083"
"Sweden","Petrol","Passenger cars","Number","2021","2914143"
"Sweden","Petrol","Passenger cars","Number","2022","2886207"
"Sweden","Diesel","Passenger cars","Number","1993","93000"
"Sweden","Diesel","Passenger cars","Number","1994","95000"
"Sweden","Diesel","Passenger cars","Number","1995","96000"
"Sweden","Diesel","Passenger cars","Number","1996","105000"
"Sweden","Diesel","Passenger cars","Number","1997","128000"
"Sweden","Diesel","Passenger cars","Number","1998","161000"
"Sweden","Diesel","Passenger cars","Number","1999","179000"
"Sweden","Diesel","Passenger cars","Number","2000","194000"
"Sweden","Diesel","Passenger cars","Number","2001","185000"
"Sweden","Diesel","Passenger cars","Number","2002","189000"
"Sweden","Diesel","Passenger cars","Number","2003","196000"
"Sweden","Diesel","Passenger cars","Number","2004","205000"
"Sweden","Diesel","Passenger cars","Number","2005","218000"
"Sweden","Diesel","Passenger cars","Number","2006","261000"
"Sweden","Diesel","Passenger cars","Number","2007","352000"
"Sweden","Diesel","Passenger cars","Number","2008","417000"
"Sweden","Diesel","Passenger cars","Number","2009","484000"
"Sweden","Diesel","Passenger cars","Number","2010","606346"
"Sweden","Diesel","Passenger cars","Number","2011","765783"
"Sweden","Diesel","Passenger cars","Number","2012","924246"
"Sweden","Diesel","Passenger cars","Number","2013","1068962"
"Sweden","Diesel","Passenger cars","Number","2014","1226068"
"Sweden","Diesel","Passenger cars","Number","2015","1383982"
"Sweden","Diesel","Passenger cars","Number","2016","1532855"
"Sweden","Diesel","Passenger cars","Number","2017","1648565"
"Sweden","Diesel","Passenger cars","Number","2018","1708781"
"Sweden","Diesel","Passenger cars","Number","2019","1744512"
"Sweden","Diesel","Passenger cars","Number","2020","1749235"
"Sweden","Diesel","Passenger cars","Number","2021","1736465"
"Sweden","Diesel","Passenger cars","Number","2022","1679193"
"Sweden","Alternative (total)","Passenger cars","Number","1993","900"
"Sweden","Alternative (total)","Passenger cars","Number","1994","900"
"Sweden","Alternative (total)","Passenger cars","Number","1995","1000"
"Sweden","Alternative (total)","Passenger cars","Number","1996","1000"
"Sweden","Alternative (total)","Passenger cars","Number","1997","1000"
"Sweden","Alternative (total)","Passenger cars","Number","1998","1000"
"Sweden","Alternative (total)","Passenger cars","Number","1999","440"
"Sweden","Alternative (total)","Passenger cars","Number","2000","440"
"Sweden","Alternative (total)","Passenger cars","Number","2001","360"
"Sweden","Alternative (total)","Passenger cars","Number","2002","1220"
"Sweden","Alternative (total)","Passenger cars","Number","2003","2110"
"Sweden","Alternative (total)","Passenger cars","Number","2004","3080"
"Sweden","Alternative (total)","Passenger cars","Number","2005","4350"
"Sweden","Alternative (total)","Passenger cars","Number","2006","930"
"Sweden","Alternative (total)","Passenger cars","Number","2007","1600"
"Sweden","Alternative (total)","Passenger cars","Number","2008","2360"
"Sweden","Alternative (total)","Passenger cars","Number","2009","3090"
"Sweden","Alternative (total)","Passenger cars","Number","2010","229743"
"Sweden","Alternative (total)","Passenger cars","Number","2011","249672"
"Sweden","Alternative (total)","Passenger cars","Number","2012","261754"
"Sweden","Alternative (total)","Passenger cars","Number","2013","267237"
"Sweden","Alternative (total)","Passenger cars","Number","2014","272100"
"Sweden","Alternative (total)","Passenger cars","Number","2015","275820"
"Sweden","Alternative (total)","Passenger cars","Number","2016","276242"
"Sweden","Alternative (total)","Passenger cars","Number","2017","275200"
"Sweden","Alternative (total)","Passenger cars","Number","2018","271735"
"Sweden","Alternative (total)","Passenger cars","Number","2019","273896"
"Sweden","Alternative (total)","Passenger cars","Number","2020","290974"
"Sweden","Alternative (total)","Passenger cars","Number","2021","335370"
"Sweden","Alternative (total)","Passenger cars","Number","2022","414361"
"Switzerland","Petrol","Passenger cars","Number","1993","3023000"
"Switzerland","Petrol","Passenger cars","Number","1994","3073000"
"Switzerland","Petrol","Passenger cars","Number","1995","3132000"
"Switzerland","Petrol","Passenger cars","Number","1996","3166000"
"Switzerland","Petrol","Passenger cars","Number","1997","3216000"
"Switzerland","Petrol","Passenger cars","Number","1998","3269000"
"Switzerland","Petrol","Passenger cars","Number","1999","3342000"
"Switzerland","Petrol","Passenger cars","Number","2000","3402000"
"Switzerland","Petrol","Passenger cars","Number","2001","3456000"
"Switzerland","Petrol","Passenger cars","Number","2002","3487000"
"Switzerland","Petrol","Passenger cars","Number","2003","3491000"
"Switzerland","Petrol","Passenger cars","Number","2004","3490000"
"Switzerland","Petrol","Passenger cars","Number","2005","3475000"
"Switzerland","Petrol","Passenger cars","Number","2006","3442000"
"Switzerland","Petrol","Passenger cars","Number","2007","3418000"
"Switzerland","Petrol","Passenger cars","Number","2008","3370000"
"Switzerland","Petrol","Passenger cars","Number","2009","3320000"
"Switzerland","Petrol","Passenger cars","Number","2010","3309000"
"Switzerland","Petrol","Passenger cars","Number","2011","3302000"
"Switzerland","Petrol","Passenger cars","Number","2012","3279000"
"Switzerland","Petrol","Passenger cars","Number","2013","3235000"
"Switzerland","Petrol","Passenger cars","Number","2014","3241000"
"Switzerland","Petrol","Passenger cars","Number","2015","3219000"
"Switzerland","Petrol","Passenger cars","Number","2016","3207400"
"Switzerland","Petrol","Passenger cars","Number","2017","3198623"
"Switzerland","Petrol","Passenger cars","Number","2018","3197861"
"Switzerland","Petrol","Passenger cars","Number","2019","3198688"
"Switzerland","Petrol","Passenger cars","Number","2020","3217192"
"Switzerland","Petrol","Passenger cars","Number","2021","3234404"
"Switzerland","Petrol","Passenger cars","Number","2022","3250912"
"Switzerland","Diesel","Passenger cars","Number","1993","86000"
"Switzerland","Diesel","Passenger cars","Number","1994","91000"
"Switzerland","Diesel","Passenger cars","Number","1995","96000"
"Switzerland","Diesel","Passenger cars","Number","1996","100000"
"Switzerland","Diesel","Passenger cars","Number","1997","106000"
"Switzerland","Diesel","Passenger cars","Number","1998","113000"
"Switzerland","Diesel","Passenger cars","Number","1999","124000"
"Switzerland","Diesel","Passenger cars","Number","2000","142000"
"Switzerland","Diesel","Passenger cars","Number","2001","171000"
"Switzerland","Diesel","Passenger cars","Number","2002","213000"
"Switzerland","Diesel","Passenger cars","Number","2003","262000"
"Switzerland","Diesel","Passenger cars","Number","2004","319000"
"Switzerland","Diesel","Passenger cars","Number","2005","381000"
"Switzerland","Diesel","Passenger cars","Number","2006","452000"
"Switzerland","Diesel","Passenger cars","Number","2007","525000"
"Switzerland","Diesel","Passenger cars","Number","2008","596000"
"Switzerland","Diesel","Passenger cars","Number","2009","666000"
"Switzerland","Diesel","Passenger cars","Number","2010","739000"
"Switzerland","Diesel","Passenger cars","Number","2011","827000"
"Switzerland","Diesel","Passenger cars","Number","2012","934000"
"Switzerland","Diesel","Passenger cars","Number","2013","1038000"
"Switzerland","Diesel","Passenger cars","Number","2014","1126000"
"Switzerland","Diesel","Passenger cars","Number","2015","1217000"
"Switzerland","Diesel","Passenger cars","Number","2016","1295500"
"Switzerland","Diesel","Passenger cars","Number","2017","1402063"
"Switzerland","Diesel","Passenger cars","Number","2018","1434282"
"Switzerland","Diesel","Passenger cars","Number","2019","1450435"
"Switzerland","Diesel","Passenger cars","Number","2020","1458016"
"Switzerland","Diesel","Passenger cars","Number","2021","1453298"
"Switzerland","Diesel","Passenger cars","Number","2022","1435383"
"Switzerland","Alternative (total)","Passenger cars","Number","1993","1043"
"Switzerland","Alternative (total)","Passenger cars","Number","1994","1231"
"Switzerland","Alternative (total)","Passenger cars","Number","1995","2000"
"Switzerland","Alternative (total)","Passenger cars","Number","1996","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","1997","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","1998","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","1999","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","2000","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","2001","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","2002","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","2003","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","2004","1000"
"Switzerland","Alternative (total)","Passenger cars","Number","2005","5000"
"Switzerland","Alternative (total)","Passenger cars","Number","2006","7000"
"Switzerland","Alternative (total)","Passenger cars","Number","2007","13000"
"Switzerland","Alternative (total)","Passenger cars","Number","2008","23000"
"Switzerland","Alternative (total)","Passenger cars","Number","2009","23000"
"Switzerland","Alternative (total)","Passenger cars","Number","2010","28000"
"Switzerland","Alternative (total)","Passenger cars","Number","2011","34000"
"Switzerland","Alternative (total)","Passenger cars","Number","2012","42000"
"Switzerland","Alternative (total)","Passenger cars","Number","2013","16000"
"Switzerland","Alternative (total)","Passenger cars","Number","2014","18000"
"Switzerland","Alternative (total)","Passenger cars","Number","2015","22000"
"Switzerland","Alternative (total)","Passenger cars","Number","2016","25200"
"Switzerland","Alternative (total)","Passenger cars","Number","2017","29368"
"Switzerland","Alternative (total)","Passenger cars","Number","2018","34135"
"Switzerland","Alternative (total)","Passenger cars","Number","2019","43618"
"Switzerland","Alternative (total)","Passenger cars","Number","2020","58309"
"Switzerland","Alternative (total)","Passenger cars","Number","2021","84498"
"Switzerland","Alternative (total)","Passenger cars","Number","2022","126601"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1993","282418"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1994","256145"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1995","277971"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1996","275900"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1997","279500"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1998","277000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","1999","276000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2000","282000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2001","288000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2002","26900"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2003","255000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2005","198000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2006","186800"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2007","191000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2008","203230"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2009","216390"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2010","227180"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2011","217000"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2012","199329"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2013","213784"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2014","215175"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2015","209122"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2016","202779"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2017","197880"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2018","194384"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2019","188771"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2020","182679"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2021","194393"
"The former Yugoslav Republic of Macedonia","Petrol","Passenger cars","Number","2022","192478"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1993","6073"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1994","5800"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1995","6663"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1996","7155"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1997","8400"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1998","10000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","1999","12000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2000","16000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2001","19000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2002","36000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2003","41000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2005","46200"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2006","45800"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2007","47000"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2008","49030"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2009","54420"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2010","71910"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2011","85500"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2012","92700"
"The former Yugoslav Republic of Macedonia","Diesel","Passenger cars","Number","2013","121895"
