"country","fuel-type","type-of-vehicle","Unit","Date","Value"
"Estonia","Alternative (total)","Passenger cars","Number","2019","2709"
"Estonia","Alternative (total)","Passenger cars","Number","2020","3839"
"Estonia","Alternative (total)","Passenger cars","Number","2021","5034"
"Estonia","Alternative (total)","Passenger cars","Number","2022","6201"
"Finland","Petrol","Passenger cars","Number","1993","1715000"
"Finland","Petrol","Passenger cars","Number","1994","1717000"
"Finland","Petrol","Passenger cars","Number","1995","1742000"
"Finland","Petrol","Passenger cars","Number","1996","1777000"
"Finland","Petrol","Passenger cars","Number","1997","1772000"
"Finland","Petrol","Passenger cars","Number","1998","1829000"
"Finland","Petrol","Passenger cars","Number","1999","1873000"
"Finland","Petrol","Passenger cars","Number","2000","1903000"
"Finland","Petrol","Passenger cars","Number","2001","1916000"
"Finland","Petrol","Passenger cars","Number","2002","1937000"
"Finland","Petrol","Passenger cars","Number","2003","1995000"
"Finland","Petrol","Passenger cars","Number","2004","2057000"
"Finland","Petrol","Passenger cars","Number","2005","2113000"
"Finland","Petrol","Passenger cars","Number","2006","2157000"
"Finland","Petrol","Passenger cars","Number","2007","2184000"
"Finland","Petrol","Passenger cars","Number","2008","2236000"
"Finland","Petrol","Passenger cars","Number","2009","2263000"
"Finland","Petrol","Passenger cars","Number","2010","2302000"
"Finland","Petrol","Passenger cars","Number","2011","2340000"
"Finland","Petrol","Passenger cars","Number","2012","2369000"
"Finland","Petrol","Passenger cars","Number","2013","2396000"
"Finland","Petrol","Passenger cars","Number","2014","2421176"
"Finland","Petrol","Passenger cars","Number","2015","2445118"
"Finland","Petrol","Passenger cars","Number","2016","2487771"
"Finland","Petrol","Passenger cars","Number","2017","2522890"
"Finland","Petrol","Passenger cars","Number","2018","2556426"
"Finland","Petrol","Passenger cars","Number","2019","2603521"
"Finland","Petrol","Passenger cars","Number","2020","2637745"
"Finland","Petrol","Passenger cars","Number","2021","2653103"
"Finland","Petrol","Passenger cars","Number","2022","2668131"
"Finland","Diesel","Passenger cars","Number","1993","143000"
"Finland","Diesel","Passenger cars","Number","1994","141000"
"Finland","Diesel","Passenger cars","Number","1995","143000"
"Finland","Diesel","Passenger cars","Number","1996","152000"
"Finland","Diesel","Passenger cars","Number","1997","163000"
"Finland","Diesel","Passenger cars","Number","1998","179000"
"Finland","Diesel","Passenger cars","Number","1999","196000"
"Finland","Diesel","Passenger cars","Number","2000","218000"
"Finland","Diesel","Passenger cars","Number","2001","230000"
"Finland","Diesel","Passenger cars","Number","2002","243000"
"Finland","Diesel","Passenger cars","Number","2003","264000"
"Finland","Diesel","Passenger cars","Number","2004","274000"
"Finland","Diesel","Passenger cars","Number","2005","301000"
"Finland","Diesel","Passenger cars","Number","2006","332000"
"Finland","Diesel","Passenger cars","Number","2007","370000"
"Finland","Diesel","Passenger cars","Number","2008","447000"
"Finland","Diesel","Passenger cars","Number","2009","494000"
"Finland","Diesel","Passenger cars","Number","2010","555000"
"Finland","Diesel","Passenger cars","Number","2011","617000"
"Finland","Diesel","Passenger cars","Number","2012","664000"
"Finland","Diesel","Passenger cars","Number","2013","705045"
"Finland","Diesel","Passenger cars","Number","2014","746323"
"Finland","Diesel","Passenger cars","Number","2015","783760"
"Finland","Diesel","Passenger cars","Number","2016","828194"
"Finland","Diesel","Passenger cars","Number","2017","867128"
"Finland","Diesel","Passenger cars","Number","2018","901393"
"Finland","Diesel","Passenger cars","Number","2019","927011"
"Finland","Diesel","Passenger cars","Number","2020","942092"
"Finland","Diesel","Passenger cars","Number","2021","945046"
"Finland","Diesel","Passenger cars","Number","2022","937381"
"Finland","Alternative (total)","Passenger cars","Number","1993","0"
"Finland","Alternative (total)","Passenger cars","Number","1994","0"
"Finland","Alternative (total)","Passenger cars","Number","1995","0"
"Finland","Alternative (total)","Passenger cars","Number","1996","0"
"Finland","Alternative (total)","Passenger cars","Number","1997","0"
"Finland","Alternative (total)","Passenger cars","Number","1998","0"
"Finland","Alternative (total)","Passenger cars","Number","1999","0"
"Finland","Alternative (total)","Passenger cars","Number","2000","0"
"Finland","Alternative (total)","Passenger cars","Number","2001","0"
"Finland","Alternative (total)","Passenger cars","Number","2002","0"
"Finland","Alternative (total)","Passenger cars","Number","2003","0"
"Finland","Alternative (total)","Passenger cars","Number","2004","0"
"Finland","Alternative (total)","Passenger cars","Number","2005","0"
"Finland","Alternative (total)","Passenger cars","Number","2006","0"
"Finland","Alternative (total)","Passenger cars","Number","2007","0"
"Finland","Alternative (total)","Passenger cars","Number","2008","0"
"Finland","Alternative (total)","Passenger cars","Number","2009","0"
"Finland","Alternative (total)","Passenger cars","Number","2010","0"
"Finland","Alternative (total)","Passenger cars","Number","2011","2000"
"Finland","Alternative (total)","Passenger cars","Number","2012","4000"
"Finland","Alternative (total)","Passenger cars","Number","2013","5000"
"Finland","Alternative (total)","Passenger cars","Number","2014","5236"
"Finland","Alternative (total)","Passenger cars","Number","2015","5982"
"Finland","Alternative (total)","Passenger cars","Number","2016","6707"
"Finland","Alternative (total)","Passenger cars","Number","2017","8919"
"Finland","Alternative (total)","Passenger cars","Number","2018","12688"
"Finland","Alternative (total)","Passenger cars","Number","2019","19106"
"Finland","Alternative (total)","Passenger cars","Number","2020","27694"
"Finland","Alternative (total)","Passenger cars","Number","2021","43383"
"Finland","Alternative (total)","Passenger cars","Number","2022","68238"
"France","Petrol","Passenger cars","Number","1995","18162000"
"France","Petrol","Passenger cars","Number","1996","18030000"
"France","Petrol","Passenger cars","Number","1997","18061000"
"France","Petrol","Passenger cars","Number","1999","18099000"
"France","Petrol","Passenger cars","Number","2000","18080000"
"France","Petrol","Passenger cars","Number","2001","17811000"
"France","Petrol","Passenger cars","Number","2002","17338000"
"France","Petrol","Passenger cars","Number","2003","16831000"
"France","Petrol","Passenger cars","Number","2004","16310000"
"France","Petrol","Passenger cars","Number","2005","15752000"
"France","Petrol","Passenger cars","Number","2006","15257000"
"France","Petrol","Passenger cars","Number","2007","14778000"
"France","Petrol","Passenger cars","Number","2013","10241000"
"France","Petrol","Passenger cars","Number","2014","9750000"
"France","Petrol","Passenger cars","Number","2015","9540000"
"France","Petrol","Passenger cars","Number","2016","13524238"
"France","Petrol","Passenger cars","Number","2017","14052538"
"France","Petrol","Passenger cars","Number","2018","14696121"
"France","Petrol","Passenger cars","Number","2019","15412701"
"France","Petrol","Passenger cars","Number","2020","15901833"
"France","Petrol","Passenger cars","Number","2021","16593808"
"France","Petrol","Passenger cars","Number","2022","17102856"
"France","Diesel","Passenger cars","Number","1993","5536000"
"France","Diesel","Passenger cars","Number","1994","6938000"
"France","Diesel","Passenger cars","Number","1995","6938000"
"France","Diesel","Passenger cars","Number","1996","7470000"
"France","Diesel","Passenger cars","Number","1997","8029000"
"France","Diesel","Passenger cars","Number","1998","8609000"
"France","Diesel","Passenger cars","Number","1999","9261000"
"France","Diesel","Passenger cars","Number","2000","9980000"
"France","Diesel","Passenger cars","Number","2001","10889000"
"France","Diesel","Passenger cars","Number","2002","11822000"
"France","Diesel","Passenger cars","Number","2003","12729000"
"France","Diesel","Passenger cars","Number","2004","13590000"
"France","Diesel","Passenger cars","Number","2005","14348000"
"France","Diesel","Passenger cars","Number","2006","15143000"
"France","Diesel","Passenger cars","Number","2007","15922000"
"France","Diesel","Passenger cars","Number","2013","22381000"
"France","Diesel","Passenger cars","Number","2014","22551000"
"France","Diesel","Passenger cars","Number","2015","22548000"
"France","Diesel","Passenger cars","Number","2016","23794273"
"France","Diesel","Passenger cars","Number","2017","23807932"
"France","Diesel","Passenger cars","Number","2018","23256587"
"France","Diesel","Passenger cars","Number","2019","22677220"
"France","Diesel","Passenger cars","Number","2020","22115221"
"France","Diesel","Passenger cars","Number","2021","21551205"
"France","Diesel","Passenger cars","Number","2022","20762716"
"France","Alternative (total)","Passenger cars","Number","1999","120000"
"France","Alternative (total)","Passenger cars","Number","2000","135000"
"France","Alternative (total)","Passenger cars","Number","2001","145000"
"France","Alternative (total)","Passenger cars","Number","2002","146000"
"France","Alternative (total)","Passenger cars","Number","2003","148000"
"France","Alternative (total)","Passenger cars","Number","2004","148000"
"France","Alternative (total)","Passenger cars","Number","2005","148000"
"France","Alternative (total)","Passenger cars","Number","2006","157000"
"France","Alternative (total)","Passenger cars","Number","2007","157000"
"France","Alternative (total)","Passenger cars","Number","2013","236000"
"France","Alternative (total)","Passenger cars","Number","2014","230000"
"France","Alternative (total)","Passenger cars","Number","2015","239000"
"France","Alternative (total)","Passenger cars","Number","2016","268213"
"France","Alternative (total)","Passenger cars","Number","2017","276348"
"France","Alternative (total)","Passenger cars","Number","2018","293724"
"France","Alternative (total)","Passenger cars","Number","2019","331297"
"France","Alternative (total)","Passenger cars","Number","2020","450589"
"France","Alternative (total)","Passenger cars","Number","2021","669646"
"France","Alternative (total)","Passenger cars","Number","2022","990920"
"Georgia","Petrol","Passenger cars","","2019","574906"
"Georgia","Petrol","Passenger cars","","2020","574906"
"Georgia","Petrol","Passenger cars","","2021","689218"
"Georgia","Petrol","Passenger cars","","2022","734399"
"Georgia","Diesel","Passenger cars","","2019","118795"
"Georgia","Diesel","Passenger cars","","2020","118795"
"Georgia","Diesel","Passenger cars","","2021","144544"
"Georgia","Diesel","Passenger cars","","2022","162329"
"Georgia","Alternative (total)","Passenger cars","","2019","496369"
"Georgia","Alternative (total)","Passenger cars","","2020","496369"
"Georgia","Alternative (total)","Passenger cars","","2021","432105"
"Georgia","Alternative (total)","Passenger cars","","2022","436284"
"Germany","Petrol","Passenger cars","Number","1993","33678000"
"Germany","Petrol","Passenger cars","Number","1994","34394000"
"Germany","Petrol","Passenger cars","Number","1995","34855000"
"Germany","Petrol","Passenger cars","Number","1996","35352000"
"Germany","Petrol","Passenger cars","Number","1997","35599000"
"Germany","Petrol","Passenger cars","Number","1998","36181000"
"Germany","Petrol","Passenger cars","Number","1999","36668000"
"Germany","Petrol","Passenger cars","Number","2000","37406000"
"Germany","Petrol","Passenger cars","Number","2001","37396000"
"Germany","Petrol","Passenger cars","Number","2002","37029000"
"Germany","Petrol","Passenger cars","Number","2003","36702000"
"Germany","Petrol","Passenger cars","Number","2004","36265000"
"Germany","Petrol","Passenger cars","Number","2005","35919000"
"Germany","Petrol","Passenger cars","Number","2006","35594000"
"Germany","Petrol","Passenger cars","Number","2007","30905000"
"Germany","Petrol","Passenger cars","Number","2008","30639000"
"Germany","Petrol","Passenger cars","Number","2009","30450000"
"Germany","Petrol","Passenger cars","Number","2010","30488000"
"Germany","Petrol","Passenger cars","Number","2011","30452000"
"Germany","Petrol","Passenger cars","Number","2012","30206000"
"Germany","Petrol","Passenger cars","Number","2013","29956000"
"Germany","Petrol","Passenger cars","Number","2014","29838000"
"Germany","Petrol","Passenger cars","Number","2015","29825000"
"Germany","Petrol","Passenger cars","Number","2016","29978635"
"Germany","Petrol","Passenger cars","Number","2017","30451268"
"Germany","Petrol","Passenger cars","Number","2018","31031021"
"Germany","Petrol","Passenger cars","Number","2019","31319170"
"Germany","Petrol","Passenger cars","Number","2020","32228937"
"Germany","Petrol","Passenger cars","Number","2021","32318153"
"Germany","Petrol","Passenger cars","Number","2022","32416652"
"Germany","Diesel","Passenger cars","Number","1993","5080000"
"Germany","Diesel","Passenger cars","Number","1994","5358000"
"Germany","Diesel","Passenger cars","Number","1995","5545000"
"Germany","Diesel","Passenger cars","Number","1996","5631000"
"Germany","Diesel","Passenger cars","Number","1997","5587000"
"Germany","Diesel","Passenger cars","Number","1998","5487000"
"Germany","Diesel","Passenger cars","Number","1999","5633000"
"Germany","Diesel","Passenger cars","Number","2000","6357000"
"Germany","Diesel","Passenger cars","Number","2001","6975000"
"Germany","Diesel","Passenger cars","Number","2002","7608000"
"Germany","Diesel","Passenger cars","Number","2003","8294000"
"Germany","Diesel","Passenger cars","Number","2004","9071000"
"Germany","Diesel","Passenger cars","Number","2005","10091000"
"Germany","Diesel","Passenger cars","Number","2006","10820000"
"Germany","Diesel","Passenger cars","Number","2007","10046000"
"Germany","Diesel","Passenger cars","Number","2008","10290000"
"Germany","Diesel","Passenger cars","Number","2009","10818000"
"Germany","Diesel","Passenger cars","Number","2010","11267000"
"Germany","Diesel","Passenger cars","Number","2011","11891000"
"Germany","Diesel","Passenger cars","Number","2012","12579000"
"Germany","Diesel","Passenger cars","Number","2013","13215000"
"Germany","Diesel","Passenger cars","Number","2014","13861000"
"Germany","Diesel","Passenger cars","Number","2015","14532000"
"Germany","Diesel","Passenger cars","Number","2016","15089392"
"Germany","Diesel","Passenger cars","Number","2017","15225296"
"Germany","Diesel","Passenger cars","Number","2018","15153364"
"Germany","Diesel","Passenger cars","Number","2019","15202076"
"Germany","Diesel","Passenger cars","Number","2020","15270342"
"Germany","Diesel","Passenger cars","Number","2021","15179992"
"Germany","Diesel","Passenger cars","Number","2022","14915009"
"Germany","Alternative (total)","Passenger cars","Number","1993","14000"
"Germany","Alternative (total)","Passenger cars","Number","1994","13000"
"Germany","Alternative (total)","Passenger cars","Number","1995","5000"
"Germany","Alternative (total)","Passenger cars","Number","1996","5000"
"Germany","Alternative (total)","Passenger cars","Number","1997","5000"
"Germany","Alternative (total)","Passenger cars","Number","1998","6000"
"Germany","Alternative (total)","Passenger cars","Number","1999","23000"
"Germany","Alternative (total)","Passenger cars","Number","2000","9000"
"Germany","Alternative (total)","Passenger cars","Number","2001","12000"
"Germany","Alternative (total)","Passenger cars","Number","2002","16000"
"Germany","Alternative (total)","Passenger cars","Number","2003","25000"
"Germany","Alternative (total)","Passenger cars","Number","2004","39000"
"Germany","Alternative (total)","Passenger cars","Number","2005","80000"
"Germany","Alternative (total)","Passenger cars","Number","2008","392000"
"Germany","Alternative (total)","Passenger cars","Number","2009","471000"
"Germany","Alternative (total)","Passenger cars","Number","2010","547000"
"Germany","Alternative (total)","Passenger cars","Number","2011","584000"
"Germany","Alternative (total)","Passenger cars","Number","2012","646000"
"Germany","Alternative (total)","Passenger cars","Number","2013","680000"
"Germany","Alternative (total)","Passenger cars","Number","2014","704000"
"Germany","Alternative (total)","Passenger cars","Number","2015","714000"
"Germany","Alternative (total)","Passenger cars","Number","2016","735533"
"Germany","Alternative (total)","Passenger cars","Number","2017","787313"
"Germany","Alternative (total)","Passenger cars","Number","2018","817779"
"Germany","Alternative (total)","Passenger cars","Number","2019","600731"
"Germany","Alternative (total)","Passenger cars","Number","2020","749305"
"Germany","Alternative (total)","Passenger cars","Number","2021","1042733"
"Germany","Alternative (total)","Passenger cars","Number","2022","1431375"
"Greece","Petrol","Passenger cars","Number","1993","1929000"
"Greece","Petrol","Passenger cars","Number","1994","2043000"
"Greece","Petrol","Passenger cars","Number","1995","2173000"
"Greece","Petrol","Passenger cars","Number","1996","2308000"
"Greece","Petrol","Passenger cars","Number","1997","2469000"
"Greece","Petrol","Passenger cars","Number","1998","2645000"
"Greece","Diesel","Passenger cars","Number","1993","27000"
"Greece","Diesel","Passenger cars","Number","1994","28000"
"Greece","Diesel","Passenger cars","Number","1995","29000"
"Greece","Diesel","Passenger cars","Number","1996","29000"
"Greece","Diesel","Passenger cars","Number","1997","29000"
"Greece","Diesel","Passenger cars","Number","1998","29000"
"Greece","Alternative (total)","Passenger cars","Number","1993","3000"
"Greece","Alternative (total)","Passenger cars","Number","1994","3000"
"Greece","Alternative (total)","Passenger cars","Number","1995","4000"
"Greece","Alternative (total)","Passenger cars","Number","1996","4000"
"Hungary","Petrol","Passenger cars","Number","1995","2059570"
"Hungary","Petrol","Passenger cars","Number","1996","2070603"
"Hungary","Petrol","Passenger cars","Number","1997","2096138"
"Hungary","Petrol","Passenger cars","Number","1998","2009717"
"Hungary","Petrol","Passenger cars","Number","1999","2036000"
"Hungary","Petrol","Passenger cars","Number","2000","2128000"
"Hungary","Petrol","Passenger cars","Number","2001","2217000"
"Hungary","Petrol","Passenger cars","Number","2002","2322000"
"Hungary","Petrol","Passenger cars","Number","2003","2418000"
"Hungary","Petrol","Passenger cars","Number","2004","2422000"
"Hungary","Petrol","Passenger cars","Number","2005","2526000"
"Hungary","Petrol","Passenger cars","Number","2006","2708000"
"Hungary","Petrol","Passenger cars","Number","2007","2706000"
"Hungary","Petrol","Passenger cars","Number","2008","2460000"
"Hungary","Petrol","Passenger cars","Number","2009","2404240"
"Hungary","Petrol","Passenger cars","Number","2010","2356270"
"Hungary","Petrol","Passenger cars","Number","2011","2311040"
"Hungary","Petrol","Passenger cars","Number","2012","2279360"
"Hungary","Petrol","Passenger cars","Number","2013","2272281"
"Hungary","Petrol","Passenger cars","Number","2014","2266199"
"Hungary","Petrol","Passenger cars","Number","2015","2272447"
"Hungary","Petrol","Passenger cars","Number","2016","2301168"
"Hungary","Petrol","Passenger cars","Number","2017","2365797"
"Hungary","Petrol","Passenger cars","Number","2018","2445468"
"Hungary","Petrol","Passenger cars","Number","2019","2529572"
"Hungary","Petrol","Passenger cars","Number","2020","2561520"
"Hungary","Petrol","Passenger cars","Number","2021","2581637"
"Hungary","Petrol","Passenger cars","Number","2022","2583328"
"Hungary","Diesel","Passenger cars","Number","1993","121000"
"Hungary","Diesel","Passenger cars","Number","1994","151000"
"Hungary","Diesel","Passenger cars","Number","1995","18465"
"Hungary","Diesel","Passenger cars","Number","1996","193637"
"Hungary","Diesel","Passenger cars","Number","1997","199660"
"Hungary","Diesel","Passenger cars","Number","1998","205450"
"Hungary","Diesel","Passenger cars","Number","1999","216000"
"Hungary","Diesel","Passenger cars","Number","2000","231000"
"Hungary","Diesel","Passenger cars","Number","2001","255900"
"Hungary","Diesel","Passenger cars","Number","2002","293800"
"Hungary","Diesel","Passenger cars","Number","2003","344000"
"Hungary","Diesel","Passenger cars","Number","2004","393000"
"Hungary","Diesel","Passenger cars","Number","2005","362000"
"Hungary","Diesel","Passenger cars","Number","2006","498000"
"Hungary","Diesel","Passenger cars","Number","2007","550000"
"Hungary","Diesel","Passenger cars","Number","2008","591000"
"Hungary","Diesel","Passenger cars","Number","2009","604400"
"Hungary","Diesel","Passenger cars","Number","2010","619810"
"Hungary","Diesel","Passenger cars","Number","2011","642670"
"Hungary","Diesel","Passenger cars","Number","2012","683260"
"Hungary","Diesel","Passenger cars","Number","2013","740114"
"Hungary","Diesel","Passenger cars","Number","2014","809523"
"Hungary","Diesel","Passenger cars","Number","2015","888874"
"Hungary","Diesel","Passenger cars","Number","2016","970997"
"Hungary","Diesel","Passenger cars","Number","2017","1055268"
"Hungary","Diesel","Passenger cars","Number","2018","1131685"
"Hungary","Diesel","Passenger cars","Number","2019","1199155"
"Hungary","Diesel","Passenger cars","Number","2020","1241967"
"Hungary","Diesel","Passenger cars","Number","2021","1272218"
"Hungary","Diesel","Passenger cars","Number","2022","1294087"
"Hungary","Alternative (total)","Passenger cars","Number","1993","0"
"Hungary","Alternative (total)","Passenger cars","Number","1994","0"
"Hungary","Alternative (total)","Passenger cars","Number","1995","727"
"Hungary","Alternative (total)","Passenger cars","Number","1996","940"
"Hungary","Alternative (total)","Passenger cars","Number","1997","1615"
"Hungary","Alternative (total)","Passenger cars","Number","1998","4000"
"Hungary","Alternative (total)","Passenger cars","Number","1999","4000"
"Hungary","Alternative (total)","Passenger cars","Number","2000","6000"
"Hungary","Alternative (total)","Passenger cars","Number","2001","9900"
"Hungary","Alternative (total)","Passenger cars","Number","2002","13700"
"Hungary","Alternative (total)","Passenger cars","Number","2003","16000"
"Hungary","Alternative (total)","Passenger cars","Number","2004","14000"
"Hungary","Alternative (total)","Passenger cars","Number","2005","25000"
"Hungary","Alternative (total)","Passenger cars","Number","2006","8000"
"Hungary","Alternative (total)","Passenger cars","Number","2007","5000"
"Hungary","Alternative (total)","Passenger cars","Number","2008","5000"
"Hungary","Alternative (total)","Passenger cars","Number","2009","5080"
"Hungary","Alternative (total)","Passenger cars","Number","2010","7980"
"Hungary","Alternative (total)","Passenger cars","Number","2011","14100"
"Hungary","Alternative (total)","Passenger cars","Number","2012","19040"
"Hungary","Alternative (total)","Passenger cars","Number","2013","28337"
"Hungary","Alternative (total)","Passenger cars","Number","2014","31973"
"Hungary","Alternative (total)","Passenger cars","Number","2015","35535"
"Hungary","Alternative (total)","Passenger cars","Number","2016","41041"
"Hungary","Alternative (total)","Passenger cars","Number","2017","50932"
"Hungary","Alternative (total)","Passenger cars","Number","2018","64670"
"Hungary","Alternative (total)","Passenger cars","Number","2019","83286"
"Hungary","Alternative (total)","Passenger cars","Number","2020","117312"
"Hungary","Alternative (total)","Passenger cars","Number","2021","166304"
"Hungary","Alternative (total)","Passenger cars","Number","2022","216714"
"Iceland","Petrol","Passenger cars","Number","1993","110000"
"Iceland","Petrol","Passenger cars","Number","1994","110000"
"Iceland","Petrol","Passenger cars","Number","1995","113000"
"Iceland","Petrol","Passenger cars","Number","1996","117000"
"Iceland","Petrol","Passenger cars","Number","1997","123000"
"Iceland","Petrol","Passenger cars","Number","1998","129000"
"Iceland","Petrol","Passenger cars","Number","1999","137000"
"Iceland","Petrol","Passenger cars","Number","2000","143000"
"Iceland","Petrol","Passenger cars","Number","2001","143000"
"Iceland","Petrol","Passenger cars","Number","2002","144000"
"Iceland","Petrol","Passenger cars","Number","2003","148000"
"Iceland","Petrol","Passenger cars","Number","2004","155000"
"Iceland","Petrol","Passenger cars","Number","2005","163000"
"Iceland","Petrol","Passenger cars","Number","2017","169422"
"Iceland","Petrol","Passenger cars","Number","2018","179594"
"Iceland","Petrol","Passenger cars","Number","2019","176339"
"Iceland","Petrol","Passenger cars","Number","2020","172590"
"Iceland","Petrol","Passenger cars","Number","2021","192115"
"Iceland","Diesel","Passenger cars","Number","1993","6000"
"Iceland","Diesel","Passenger cars","Number","1994","6000"
"Iceland","Diesel","Passenger cars","Number","1995","6000"
"Iceland","Diesel","Passenger cars","Number","1996","8000"
"Iceland","Diesel","Passenger cars","Number","1997","9000"
"Iceland","Diesel","Passenger cars","Number","1998","11000"
"Iceland","Diesel","Passenger cars","Number","1999","14000"
"Iceland","Diesel","Passenger cars","Number","2000","16000"
"Iceland","Diesel","Passenger cars","Number","2001","17000"
"Iceland","Diesel","Passenger cars","Number","2002","18000"
"Iceland","Diesel","Passenger cars","Number","2003","19000"
"Iceland","Diesel","Passenger cars","Number","2004","20000"
"Iceland","Diesel","Passenger cars","Number","2005","24000"
"Iceland","Diesel","Passenger cars","Number","2017","77622"
"Iceland","Diesel","Passenger cars","Number","2018","85043"
"Iceland","Diesel","Passenger cars","Number","2019","88102"
"Iceland","Diesel","Passenger cars","Number","2020","89096"
"Iceland","Diesel","Passenger cars","Number","2021","90330"
"Iceland","Alternative (total)","Passenger cars","Number","1997","0"
"Iceland","Alternative (total)","Passenger cars","Number","1998","0"
"Iceland","Alternative (total)","Passenger cars","Number","1999","0"
"Iceland","Alternative (total)","Passenger cars","Number","2000","0"
"Iceland","Alternative (total)","Passenger cars","Number","2001","0"
"Iceland","Alternative (total)","Passenger cars","Number","2002","0"
"Iceland","Alternative (total)","Passenger cars","Number","2003","0"
"Iceland","Alternative (total)","Passenger cars","Number","2004","0"
"Iceland","Alternative (total)","Passenger cars","Number","2005","18000"
"Iceland","Alternative (total)","Passenger cars","Number","2017","7796"
"Iceland","Alternative (total)","Passenger cars","Number","2018","2810"
"Iceland","Alternative (total)","Passenger cars","Number","2019","3949"
"Iceland","Alternative (total)","Passenger cars","Number","2021","6562"
"Ireland","Petrol","Passenger cars","Number","1993","777628"
"Ireland","Petrol","Passenger cars","Number","1994","813537"
"Ireland","Petrol","Passenger cars","Number","1995","853600"
"Ireland","Petrol","Passenger cars","Number","1996","907700"
"Ireland","Petrol","Passenger cars","Number","1997","974000"
"Ireland","Petrol","Passenger cars","Number","1998","1028100"
"Ireland","Petrol","Passenger cars","Number","1999","1095500"
"Ireland","Petrol","Passenger cars","Number","2000","1146000"
"Ireland","Petrol","Passenger cars","Number","2001","1205000"
"Ireland","Petrol","Passenger cars","Number","2002","1255000"
"Ireland","Petrol","Passenger cars","Number","2003","1303000"
"Ireland","Petrol","Passenger cars","Number","2004","1361000"
"Ireland","Petrol","Passenger cars","Number","2006","1542000"
"Ireland","Petrol","Passenger cars","Number","2007","1542000"
"Ireland","Petrol","Passenger cars","Number","2008","1568550"
"Ireland","Petrol","Passenger cars","Number","2009","1496720"
"Ireland","Petrol","Passenger cars","Number","2010","1406120"
"Ireland","Petrol","Passenger cars","Number","2011","1339320"
"Ireland","Petrol","Passenger cars","Number","2012","1272560"
"Ireland","Petrol","Passenger cars","Number","2013","1221690"
"Ireland","Petrol","Passenger cars","Number","2014","1171220"
"Ireland","Petrol","Passenger cars","Number","2015","1120410"
"Ireland","Petrol","Passenger cars","Number","2016","1052220"
"Ireland","Petrol","Passenger cars","Number","2017","1002620"
"Ireland","Petrol","Passenger cars","Number","2018","957560"
"Ireland","Petrol","Passenger cars","Number","2019","939960"
"Ireland","Petrol","Passenger cars","Number","2020","925710"
"Ireland","Petrol","Passenger cars","Number","2021","927220"
"Ireland","Petrol","Passenger cars","Number","2022","952690"
"Ireland","Diesel","Passenger cars","Number","1993","111530"
"Ireland","Diesel","Passenger cars","Number","1994","123787"
"Ireland","Diesel","Passenger cars","Number","1995","135300"
"Ireland","Diesel","Passenger cars","Number","1996","148600"
"Ireland","Diesel","Passenger cars","Number","1997","159500"
"Ireland","Diesel","Passenger cars","Number","1998","167900"
"Ireland","Diesel","Passenger cars","Number","1999","173000"
"Ireland","Diesel","Passenger cars","Number","2000","173000"
"Ireland","Diesel","Passenger cars","Number","2001","179000"
"Ireland","Diesel","Passenger cars","Number","2002","192000"
"Ireland","Diesel","Passenger cars","Number","2003","204000"
"Ireland","Diesel","Passenger cars","Number","2004","222000"
"Ireland","Diesel","Passenger cars","Number","2006","338000"
"Ireland","Diesel","Passenger cars","Number","2007","338000"
"Ireland","Diesel","Passenger cars","Number","2008","424630"
"Ireland","Diesel","Passenger cars","Number","2009","467080"
"Ireland","Diesel","Passenger cars","Number","2010","526650"
"Ireland","Diesel","Passenger cars","Number","2011","608240"
"Ireland","Diesel","Passenger cars","Number","2012","672270"
"Ireland","Diesel","Passenger cars","Number","2013","742330"
"Ireland","Diesel","Passenger cars","Number","2014","827680"
"Ireland","Diesel","Passenger cars","Number","2015","917690"
"Ireland","Diesel","Passenger cars","Number","2016","1024270"
"Ireland","Diesel","Passenger cars","Number","2017","1127720"
"Ireland","Diesel","Passenger cars","Number","2018","1211800"
"Ireland","Diesel","Passenger cars","Number","2019","1296020"
"Ireland","Diesel","Passenger cars","Number","2020","1345100"
"Ireland","Diesel","Passenger cars","Number","2021","1352520"
"Ireland","Diesel","Passenger cars","Number","2022","1335860"
"Ireland","Alternative (total)","Passenger cars","Number","1993","1869"
"Ireland","Alternative (total)","Passenger cars","Number","1994","1698"
"Ireland","Alternative (total)","Passenger cars","Number","1995","1400"
"Ireland","Alternative (total)","Passenger cars","Number","1996","1200"
"Ireland","Alternative (total)","Passenger cars","Number","1997","0"
"Ireland","Alternative (total)","Passenger cars","Number","1998","0"
"Ireland","Alternative (total)","Passenger cars","Number","1999","1000"
"Ireland","Alternative (total)","Passenger cars","Number","2000","1000"
"Ireland","Alternative (total)","Passenger cars","Number","2001","0"
"Ireland","Alternative (total)","Passenger cars","Number","2002","0"
"Ireland","Alternative (total)","Passenger cars","Number","2003","0"
"Ireland","Alternative (total)","Passenger cars","Number","2004","0"
"Ireland","Alternative (total)","Passenger cars","Number","2006","3000"
"Ireland","Alternative (total)","Passenger cars","Number","2007","3000"
"Ireland","Alternative (total)","Passenger cars","Number","2008","7320"
"Ireland","Alternative (total)","Passenger cars","Number","2009","8490"
"Ireland","Alternative (total)","Passenger cars","Number","2010","12800"
"Ireland","Alternative (total)","Passenger cars","Number","2011","14760"
"Ireland","Alternative (total)","Passenger cars","Number","2012","16980"
"Ireland","Alternative (total)","Passenger cars","Number","2013","17800"
