Date	Unit	Страна	Объем
2018	mln units	Poland	0.4516
2018	mln units	Portugal	0.234151
2018	mln units	Romania	0.476769
2018	mln units	Russia	1.563572
2018	mln units	Serbia	0.056303
2018	mln units	Slovakia	1.09
2018	mln units	Slovenia	0.209378
2018	mln units	South Africa	0.321097
2018	mln units	South Korea	3.66173
2018	mln units	Spain	2.267396
2018	mln units	Sweden	0.21806783394738
2018	mln units	Taiwan	0.190052
2018	mln units	Thailand	0.877015
2018	mln units	Turkey	1.026461
2018	mln units	Ukraine	0.00566
2018	mln units	United Kingdom	1.51944
2018	mln units	United States	2.795971
2018	mln units	Uzbekistan	0.220667
2019	mln units	Argentina	0.108364
2019	mln units	Australia	0.101696964280418
2019	mln units	Austria	0.1584
2019	mln units	Belgium	0.24702
2019	mln units	Brazil	2.44849
2019	mln units	Canada	0.46137
2019	mln units	China	21.360193
2019	mln units	Colombia	0.069
2019	mln units	Czech Republic	1.427563
2019	mln units	Egypt	0.0185
2019	mln units	Finland	0.114785
2019	mln units	France	1.675198
2019	mln units	Germany	4.661328
2019	mln units	Hungary	0.498158
2019	mln units	India	3.623335
2019	mln units	Indonesia	1.045666
2019	mln units	Iran	0.77
2019	mln units	Italy	0.542007
2019	mln units	Kazakhstan	0.0446316987764605
2019	mln units	Japan	8.328756
2019	mln units	Malaysia	0.534115
2019	mln units	Mexico	1.382714
2019	mln units	Morocco	0.36011
2019	mln units	Netherlands	0.19679611070711
2019	mln units	Poland	0.4347
2019	mln units	Portugal	0.282142
2019	mln units	Romania	0.490412
2019	mln units	Russia	1.523594
2019	mln units	Serbia	0.034985
2019	mln units	Slovakia	1.1
2019	mln units	Slovenia	0.199102
2019	mln units	South Africa	0.348665
2019	mln units	South Korea	3.612587
2019	mln units	Spain	2.248019
2019	mln units	Sweden	0.21806783394738
2019	mln units	Taiwan	0.189549
2019	mln units	Thailand	0.795254
2019	mln units	Turkey	0.982642
2019	mln units	Ukraine	0.006254
2019	mln units	United Kingdom	1.303135
2019	mln units	United States	2.51278
2019	mln units	Uzbekistan	0.271113
2020	mln units	Argentina	0.093001
2020	mln units	Australia	0.101696964280418
2020	mln units	Austria	0.104544
2020	mln units	Belgium	0.237057
2020	mln units	Brazil	1.60887
2020	mln units	Canada	0.327681
2020	mln units	China	19.994081
2020	mln units	Colombia	0.069
2020	mln units	Czech Republic	1.152901
2020	mln units	Egypt	0.023754
2020	mln units	Finland	0.08627
2020	mln units	France	0.927718
2020	mln units	Germany	3.515372
2020	mln units	Hungary	0.406497
2020	mln units	India	2.851268
2020	mln units	Indonesia	0.5514
2020	mln units	Iran	0.82621
2020	mln units	Italy	0.451826
2020	mln units	Kazakhstan	0.06479
2020	mln units	Japan	6.960025
2020	mln units	Malaysia	0.457755
2020	mln units	Mexico	0.967479
2020	mln units	Morocco	0.221299
2020	mln units	Netherlands	0.233105872148476
2020	mln units	Poland	0.2789
2020	mln units	Portugal	0.211281
2020	mln units	Romania	0.438107
2020	mln units	Russia	1.260517
2020	mln units	Serbia	0.023272
2020	mln units	Slovakia	0.985
2020	mln units	Slovenia	0.141714
2020	mln units	South Africa	0.238216
2020	mln units	South Korea	3.211706
2020	mln units	Spain	1.800664
2020	mln units	Sweden	0.21806783394738
2020	mln units	Taiwan	0.180967
2020	mln units	Thailand	0.537633
2020	mln units	Turkey	0.855043
2020	mln units	Ukraine	0.004202
2020	mln units	United Kingdom	0.920928
2020	mln units	United States	1.926795
2020	mln units	Uzbekistan	0.28008
2021	mln units	Argentina	0.184106
2021	mln units	Australia	0.101696964280418
2021	mln units	Austria	0.1247
2021	mln units	Belgium	0.22418
2021	mln units	Brazil	1.707851
2021	mln units	Canada	0.288235
2021	mln units	China	21.407962
2021	mln units	Colombia	0.069
2021	mln units	Czech Republic	1.105223
2021	mln units	Egypt	0.023754
2021	mln units	Finland	0.093172
2021	mln units	France	0.917907
2021	mln units	Germany	3.096165
2021	mln units	Hungary	0.394302
2021	mln units	India	3.631095
2021	mln units	Indonesia	0.889756
2021	mln units	Iran	0.917656189622882
2021	mln units	Italy	0.442432
2021	mln units	Kazakhstan	0.080679
2021	mln units	Japan	6.619242
2021	mln units	Malaysia	0.446431
2021	mln units	Mexico	0.708242
2021	mln units	Morocco	0.338339
2021	mln units	Netherlands	0.269415633589843
2021	mln units	Poland	0.2608
2021	mln units	Portugal	0.229221
2021	mln units	Romania	0.420755
2021	mln units	Russia	1.35274
2021	mln units	Serbia	0.021109
2021	mln units	Slovakia	1
2021	mln units	Slovenia	0.095797
2021	mln units	South Africa	0.239267
2021	mln units	South Korea	3.162727
2021	mln units	Spain	1.662174
2021	mln units	Sweden	0.21806783394738
2021	mln units	Taiwan	0.196749
2021	mln units	Thailand	0.59469
2021	mln units	Turkey	0.782835
2021	mln units	Ukraine	0.007342
2021	mln units	United Kingdom	0.859575
2021	mln units	United States	1.56306
2021	mln units	Uzbekistan	0.236667
2022	mln units	Argentina	0.257505
2022	mln units	Australia	0.101696964280418
2022	mln units	Austria	0.1075
2022	mln units	Belgium	0.2321
2022	mln units	Brazil	1.824833
2022	mln units	Canada	0.289371
2022	mln units	China	23.836083
2022	mln units	Colombia	0.069
2022	mln units	Czech Republic	1.217787
2022	mln units	Egypt	0.0237539999461851
2022	mln units	Finland	0.073044
2022	mln units	France	1.010466
2022	mln units	Germany	3.480357
2022	mln units	Hungary	0.441729
2022	mln units	India	4.439039
2022	mln units	Indonesia	1.21425
2022	mln units	Iran	1.00909873542482
2022	mln units	Italy	0.473194
2022	mln units	Kazakhstan	0.103345
2022	mln units	Japan	6.566356
2022	mln units	Malaysia	0.65019
2022	mln units	Mexico	0.658001
2022	mln units	Morocco	0.404742
2022	mln units	Netherlands	0.30572539503121
2022	mln units	Poland	0.2551
2022	mln units	Portugal	0.256018
2022	mln units	Romania	0.509465
2022	mln units	Russia	0.448897
2022	mln units	Serbia	0.004358
2022	mln units	Slovakia	1
2022	mln units	Slovenia	0.06813
2022	mln units	South Africa	0.309423
2022	mln units	South Korea	3.438355
2022	mln units	Spain	1.785432
2022	mln units	Sweden	0.21806783394738
2022	mln units	Taiwan	0.191409
2022	mln units	Thailand	0.594057
2022	mln units	Turkey	0.810889
2022	mln units	Ukraine	0.00149
2022	mln units	United Kingdom	0.775014
2022	mln units	United States	1.751736
2022	mln units	Uzbekistan	0.328118
2023	mln units	Argentina	0.304783
2023	mln units	Australia	0.101696964280418
2023	mln units	Austria	0.102291
2023	mln units	Belgium	0.285159
2023	mln units	Brazil	1.781612
2023	mln units	Canada	0.376888
2023	mln units	China	26.123757
2023	mln units	Colombia	0.069
2023	mln units	Czech Republic	1.397816
2023	mln units	Egypt	0.0237539999461851
2023	mln units	Finland	0.030191
2023	mln units	France	1.02669
2023	mln units	Germany	4.109371
2023	mln units	Hungary	0.507225
2023	mln units	India	4.783628
2023	mln units	Indonesia	1.180355
2023	mln units	Iran	1.10054128122675
2023	mln units	Italy	0.541953
2023	mln units	Kazakhstan	0.134054
2023	mln units	Japan	7.765428
2023	mln units	Malaysia	0.724891
2023	mln units	Mexico	0.903753
2023	mln units	Morocco	0.47195
2023	mln units	Netherlands	0.342035156472577
2023	mln units	Poland	0.2993
2023	mln units	Portugal	0.243201
2023	mln units	Romania	0.51305
2023	mln units	Russia	0.526439
2023	mln units	Serbia	0.0064138826229678
2023	mln units	Slovakia	1.08
2023	mln units	Slovenia	0.060881
2023	mln units	South Africa	0.33698
2023	mln units	South Korea	3.908747
2023	mln units	Spain	1.90705
2023	mln units	Sweden	0.21806783394738
2023	mln units	Taiwan	0.221329
2023	mln units	Thailand	0.580857
2023	mln units	Turkey	0.952667
2023	mln units	Ukraine	0.001993
2023	mln units	United Kingdom	0.905117
2023	mln units	United States	1.745171
2023	mln units	Uzbekistan	0.421414
2024	mln units	Argentina	0.304778268724419
2024	mln units	Australia	0.101696897561294
2024	mln units	Austria	0.102291521814978
2024	mln units	Belgium	0.285153692263433
2024	mln units	Brazil	1.78161638241582
2024	mln units	Canada	0.347695860803533
2024	mln units	China	28.2505638404894
2024	mln units	Colombia	0.069
2024	mln units	Czech Republic	1.46556287587098
2024	mln units	Egypt	0.0237539999461851
2024	mln units	Finland	0.0301952868985645
2024	mln units	France	1.0266883754374
2024	mln units	Germany	4.10930801926299
2024	mln units	Hungary	0.507218428234662
2024	mln units	India	4.91735826293535
2024	mln units	Indonesia	1.08401827318073
2024	mln units	Iran	1.18683231562894
2024	mln units	Italy	0.541399569794241
2024	mln units	Kazakhstan	0.164762067567792
2024	mln units	Japan	7.31126840715816
2024	mln units	Malaysia	0.606456075035307
2024	mln units	Mexico	0.903728331007548
2024	mln units	Morocco	0.370670693765489
2024	mln units	Netherlands	0.378267232859871
2024	mln units	Poland	0.2992955696775
2024	mln units	Portugal	0.243202286163721
2024	mln units	Romania	0.513049629803028
2024	mln units	Russia	0.565809618546616
2024	mln units	Serbia	0.00641219487175032
2024	mln units	Slovakia	1.12858320827175
2024	mln units	Slovenia	0.0608817254047206
2024	mln units	South Africa	0.296450380315215
2024	mln units	South Korea	4.00779136342168
2024	mln units	Spain	1.90703782455406
2024	mln units	Sweden	0.218067564436624
2024	mln units	Taiwan	0.220072508931732
2024	mln units	Thailand	0.553331358199685
2024	mln units	Turkey	0.952652707216351
2024	mln units	Ukraine	0.00198688139918585
2024	mln units	United Kingdom	0.901251193037222
2024	mln units	United States	1.74517165766466
2024	mln units	Uzbekistan	0.397974385780052
