Год	Ед. Изм.	Страна	Объем
2004	млн штук	Питкэрн	1e-06
2004	млн штук	Российская Федерация	0.12602
2004	млн штук	Руанда	5.4e-05
2004	млн штук	Микронезия (Федеративные Штаты)	3.37568334188511e-06
2004	млн штук	Палау	6.93736187164172e-06
2004	млн штук	Ниуэ	1e-05
2004	млн штук	Нейтральные Зоны	1.3e-05
2004	млн штук	Вануату	3.66106854148653e-06
2005	млн штук	Германия	6.436651
2005	млн штук	Китай	0.307336
2005	млн штук	Япония	5.59542
2005	млн штук	Республика Корея	2.026389
2005	млн штук	Испания	2.033269
2005	млн штук	Соединенные Штаты Америки	2.239879
2005	млн штук	Словакия	0.174455
2005	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	1.233116
2005	млн штук	Бельгия	1.737272
2005	млн штук	Канада	2.087628
2005	млн штук	Чехия	0.543849
2005	млн штук	Франция	2.74603
2005	млн штук	Индия	0.238912
2005	млн штук	Таиланд	0.208247
2005	млн штук	Турция	0.340066
2005	млн штук	Польша	0.541986
2005	млн штук	Индонезия	0.019467
2005	млн штук	Марокко	0.000111
2005	млн штук	Румыния	0.057356
2005	млн штук	Италия	0.539823
2005	млн штук	Нидерланды	0.208548
2005	млн штук	Швеция	0.298775
2005	млн штук	Бразилия	0.653625
2005	млн штук	Португалия	0.200164
2005	млн штук	Южная Африка	0.930366
2005	млн штук	Швейцария	0.091092
2005	млн штук	Австрия	0.408411
2005	млн штук	Китайский Тайбэй	0.268345
2005	млн штук	Словения	0.201283
2005	млн штук	Аргентина	0.097648
2005	млн штук	Дания	0.030086
2005	млн штук	Литва	0.190989
2005	млн штук	Финляндия	0.118451
2005	млн штук	Хорватия	0.00031
2005	млн штук	Сингапур	0.081966
2005	млн штук	Норвегия	0.00321
2005	млн штук	Уганда	0.015147
2005	млн штук	Эстония	0.012714
2005	млн штук	Люксембург	0.045036
2005	млн штук	Колумбия	0.03506
2005	млн штук	Армения	5.7e-05
2005	млн штук	Болгария	0.000277
2005	млн штук	Малайзия	0.015015
2005	млн штук	Таджикистан	0.000361506396139669
2005	млн штук	Чили	0.000776
2005	млн штук	Китай, Специальный административный район Гонконг	0.033916
2005	млн штук	Казахстан	0.003174
2005	млн штук	Латвия	0.004613
2005	млн штук	Кыргызстан	0.000755
2005	млн штук	Пакистан	0.000178
2005	млн штук	Багамские Острова	0.00043
2005	млн штук	Токелау	1e-06
2005	млн штук	Бахрейн	0.004081
2005	млн штук	Сербия	0.000865118340539215
2005	млн штук	Намибия	0.001542
2005	млн штук	Ирландия	0.003671
2005	млн штук	Азербайджан	1.3e-05
2005	млн штук	Панама	0.000941396175258317
2005	млн штук	Ботсвана	1.092292
2005	млн штук	Иордания	0.002102
2005	млн штук	Гватемала	0.000486
2005	млн штук	Беларусь	3.4e-05
2005	млн штук	Украина	0.007476
2005	млн штук	Филиппины	0.013052
2005	млн штук	Монголия	9.8e-05
2005	млн штук	Израиль	0.000309
2005	млн штук	Андорра	0.001222
2005	млн штук	Тунис	0.000813
2005	млн штук	Сейшельские Острова	1.5e-05
2005	млн штук	Гана	6.6e-05
2005	млн штук	Исландия	0.000732
2005	млн штук	Гибралтар	0.000303
2005	млн штук	Республика Молдова	5.1e-05
2005	млн штук	Босния и Герцеговина	0.000245
2005	млн штук	Сенегал	0.000833
2005	млн штук	Египет	5e-05
2005	млн штук	Черногория	2.36243169997717e-05
2005	млн штук	Замбия	4.3e-05
2005	млн штук	Нигер	0.001338
2005	млн штук	Фарерские острова	1.07520316462893e-06
2005	млн штук	Буркина-Фасо	6.8e-05
2005	млн штук	Кот-д'Ивуар	0.002603
2005	млн штук	Кипр	0.006644
2005	млн штук	Коста-Рика	2e-06
2005	млн штук	Ангола	0.000285019419660698
2005	млн штук	Габон	0.000429
2005	млн штук	Острова Уоллис и Футуна	1.99349698291395e-06
2005	млн штук	Кения	0.002274
2005	млн штук	Сальвадор	6e-06
2005	млн штук	Северная Македония	4.9e-05
2005	млн штук	Доминиканская Республика	3.1e-05
2005	млн штук	Маршалловы Острова	1e-06
2005	млн штук	Мальта	0.003042
2005	млн штук	Эквадор	0.006873
2005	млн штук	Гондурас	4e-05
2005	млн штук	Конго	7.00284341842042e-05
2005	млн штук	Демократическая Республика Конго	0.000180904393832441
2005	млн штук	Либерия	0.0033850863950794
2005	млн штук	Эсватини	1.248771
2005	млн штук	Перу	0.000187
2005	млн штук	Никарагуа	2e-05
2005	млн штук	Гвинея	5e-06
2005	млн штук	Сьерра-Леоне	0.000285240590217173
2005	млн штук	Мали	0.000241
2005	млн штук	Камерун	1.3e-05
2005	млн штук	Парагвай	1e-06
2005	млн штук	Новая Зеландия	0.002063
2005	млн штук	Малави	5.6e-05
2005	млн штук	Мозамбик	4.9e-05
2005	млн штук	Того	3.8e-05
2005	млн штук	Тринидад и Тобаго	4e-05
2005	млн штук	Центральноафриканская Республика	5.78802134901839e-06
2005	млн штук	Эфиопия	0.000222
2005	млн штук	Фиджи	2.8e-05
2005	млн штук	Мадагаскар	9.7e-05
2005	млн штук	Боливия (Многонациональное Государство)	3.3e-05
2005	млн штук	Ливия	0.000137847547912201
2005	млн штук	Зимбабве	0.000221
2005	млн штук	Бенин	2.5e-05
2005	млн штук	Гренада	2.2e-05
2005	млн штук	Шри-Ланка	1.7e-05
2005	млн штук	Грузия	0.011265
2005	млн штук	Сент-Винсент и Гренадины	6e-06
2005	млн штук	Сент-Люсия	3.2e-05
2005	млн штук	Экваториальная Гвинея	2.26666666666667e-05
2005	млн штук	Алжир	0.000105
2005	млн штук	Новая Каледония	2.8e-05
2005	млн штук	Барбадос	9.6e-05
2005	млн штук	Лесото	4.7e-05
2005	млн штук	Остров Святой Елены	2e-06
2005	млн штук	Уругвай	0.000303
2005	млн штук	Мавритания	0.006718
2005	млн штук	Гамбия	3e-06
2005	млн штук	Бонайре, Синт-Эстатиус и Саба	2.31106166504086e-05
2005	млн штук	Белиз	1.6e-05
2005	млн штук	Антигуа и Барбуда	7.5e-05
2005	млн штук	Гайана	2.1e-05
2005	млн штук	Бруней-Даруссалам	7e-05
2005	млн штук	Синт-Мартен (нидерландская часть)	1.05389321766932e-05
2005	млн штук	Маврикий	0.000771
2005	млн штук	Суринам	6e-05
2005	млн штук	Южный Судан	3.99979999527277e-06
2005	млн штук	Гвинея-Бисау	2.2e-06
2005	млн штук	Аруба	1.9e-05
2005	млн штук	Туркменистан	5e-06
2005	млн штук	Камбоджа	0.000303
2005	млн штук	Доминика	1e-05
2005	млн штук	Кайман острова	7.3630667497096e-06
2005	млн штук	Острова Теркс и Кайкос	1.36056450953867e-05
2005	млн штук	Афганистан	5.40000000000001e-05
2005	млн штук	Сент-Китс и Невис	8e-06
2005	млн штук	Нигерия	2.89820024630032e-05
2005	млн штук	Судан	0.00031521877392663
2005	млн штук	Гренландия	1e-06
2005	млн штук	Острова Кука	5.91684693812873e-06
2005	млн штук	Бурунди	1.2e-05
2005	млн штук	Британские Виргинские острова	2.15e-05
2005	млн штук	Тимор-Лешти	0.000233
2005	млн штук	Суда и бункеры	1e-06
2005	млн штук	Ирак	2.82787610821705e-05
2005	млн штук	Куба	0.000186
2005	млн штук	Остров Норфолк	4e-06
2005	млн штук	Сирийская Арабская Республика	5.5e-05
2005	млн штук	Фолклендские (Мальвинские) острова	6.92094823136588e-05
2005	млн штук	Монтсеррат	1e-05
2005	млн штук	Лаосская Народно-Демократическая Республика	1.60699132862444e-05
2005	млн штук	Британская территория в Индийском океане	5.75e-05
2005	млн штук	Папуа-Новая Гвинея	2.17142857142857e-05
2005	млн штук	Северные Марианские острова	1e-06
2005	млн штук	Сен-Пьер и Микелон	1e-06
2005	млн штук	Тувалу	3.44624904770662e-06
2005	млн штук	Эритрея	5e-05
2005	млн штук	Коморские Острова	1e-06
2005	млн штук	Непал	0.000482221764457925
2005	млн штук	Южные земли (французская заморская территория)	9.5e-06
2005	млн штук	Сан-Томе и Принсипи	4e-06
2005	млн штук	Тонга	9.58976540769386e-06
2005	млн штук	Объединенная Республика Танзания	8.5e-05
2005	млн штук	Самоа	5.00089996342243e-06
2005	млн штук	Греция	0.009051
2005	млн штук	Венгрия	0.207787
2005	млн штук	Ямайка	2.8e-05
2005	млн штук	Мальдивские Острова	3e-06
2005	млн штук	Мексика	65.494792
2005	млн штук	Китай, Специальный административный район Макао	0.000566
2005	млн штук	Кабо-Верде	1.3e-05
2005	млн штук	Французская Полинезия	0.000127
2005	млн штук	Мьянма	0.000458052222316408
2005	млн штук	Австралия	0.232107
2005	млн штук	Бермудские острова	5e-05
2005	млн штук	Бутан	8e-06
2005	млн штук	Бангладеш	4.5e-05
2005	млн штук	Албания	4.6e-05
2005	млн штук	Американское Самоа	1.64e-05
2005	млн штук	Соломоновы Острова	-5.761816916559e-06
2005	млн штук	Остров Буве	1e-06
2005	млн штук	Чад	1.4e-05
2005	млн штук	остров Рождества	1e-06
2005	млн штук	Кокосовых (Килинг) островов	1e-06
2005	млн штук	Остров Майотта	0.000104
2005	млн штук	Ливан	0.000191
2005	млн штук	Кувейт	0.0462266285095986
2005	млн штук	Оман	4.99850414559994e-06
2005	млн штук	Науру	1e-06
2005	млн штук	Нидерландские Антильские Острова	0.000391
2005	млн штук	Кюрасао	0.000401
2005	млн штук	Корейская Народно-Демократическая Республика	0.001729
2005	млн штук	Гуам	1.3e-05
2005	млн штук	Иран (Исламская Республика)	0.014248
2005	млн штук	Гаити	0.00213580529832282
2005	млн штук	Государство Палестина	7.91761682550935e-05
2005	млн штук	Кирибати	1.00854720370277e-06
2005	млн штук	Йемен	0.001646
2005	млн штук	Сербия и Черногория	0.000528
2005	млн штук	Внешние малые острова Соединенных Штатов	0.000175
2005	млн штук	Узбекистан	0.0173200805446878
2005	млн штук	Венесуэла (Боливарианская Республика)	0.006434
2005	млн штук	Объединенные Арабские Эмираты	0.081966
2005	млн штук	Западная Сахара	1.8e-06
2005	млн штук	Судан (до 2012)	7.3e-05
2005	млн штук	Сомали	2e-06
2005	млн штук	Вьетнам	0.001635
2005	млн штук	Саудовская Аравия	0.028227
2005	млн штук	Ангилья	1e-05
2005	млн штук	Катар	0.024082
2005	млн штук	Питкэрн	1.33333333333333e-06
2005	млн штук	Российская Федерация	0.126952
2005	млн штук	Руанда	8.1e-05
2005	млн штук	Микронезия (Федеративные Штаты)	3.37568334188511e-06
2005	млн штук	Палау	6.93736187164172e-06
2005	млн штук	Ниуэ	2e-06
2005	млн штук	Нейтральные Зоны	1.2e-05
2005	млн штук	Вануату	3.48000197561627e-06
2006	млн штук	Германия	6.854806
2006	млн штук	Китай	1.431885
2006	млн штук	Япония	6.590789
2006	млн штук	Республика Корея	2.262262
2006	млн штук	Испания	1.998806
2006	млн штук	Соединенные Штаты Америки	2.064372
2006	млн штук	Словакия	0.406437
2006	млн штук	Соединенное Королевство Великобритании и Северной Ирландии	1.181409
2006	млн штук	Бельгия	1.83708
2006	млн штук	Канада	2.064781
2006	млн штук	Чехия	0.747888
2006	млн штук	Франция	2.438379
2006	млн штук	Индия	0.285629
2006	млн штук	Таиланд	0.386985
2006	млн штук	Турция	0.441231
2006	млн штук	Польша	0.690696
2006	млн штук	Индонезия	0.033437
2006	млн штук	Марокко	0.000169
2006	млн штук	Румыния	0.082272
2006	млн штук	Италия	0.692152
2006	млн штук	Нидерланды	0.193291
2006	млн штук	Швеция	0.336131
2006	млн штук	Бразилия	0.605081
2006	млн штук	Португалия	0.204158
2006	млн штук	Южная Африка	0.240784
2006	млн штук	Швейцария	0.10694
2006	млн штук	Австрия	0.298731
2006	млн штук	Китайский Тайбэй	0.181954
2006	млн штук	Словения	11.13881
2006	млн штук	Аргентина	0.137006
2006	млн штук	Дания	0.037272
2006	млн штук	Литва	0.301207
2006	млн штук	Финляндия	0.117338
2006	млн штук	Хорватия	0.000255
2006	млн штук	Сингапур	0.078802
2006	млн штук	Норвегия	0.005736
2006	млн штук	Уганда	0.001752
2006	млн штук	Эстония	0.014695
2006	млн штук	Люксембург	0.02685
2006	млн штук	Колумбия	0.044345
2006	млн штук	Армения	3.2e-05
2006	млн штук	Болгария	0.000466
2006	млн штук	Малайзия	0.020673
2006	млн штук	Таджикистан	0.000361506396139669
2006	млн штук	Чили	0.000914
2006	млн штук	Китай, Специальный административный район Гонконг	0.026717
2006	млн штук	Казахстан	0.000872
2006	млн штук	Латвия	0.008855
2006	млн штук	Кыргызстан	0.00081
2006	млн штук	Пакистан	0.000323
2006	млн штук	Багамские Острова	0.000315
2006	млн штук	Токелау	1.2e-05
2006	млн штук	Бахрейн	0.002571
2006	млн штук	Сербия	0.000865
2006	млн штук	Намибия	0.001887
2006	млн штук	Ирландия	0.003919
2006	млн штук	Азербайджан	2.9e-05
2006	млн штук	Панама	0.000817
2006	млн штук	Ботсвана	1.272734
2006	млн штук	Иордания	0.002304
2006	млн штук	Гватемала	0.000582
2006	млн штук	Беларусь	2.7e-05
2006	млн штук	Украина	0.038897
2006	млн штук	Филиппины	0.006856
2006	млн штук	Монголия	0.000419
2006	млн штук	Израиль	4e-04
2006	млн штук	Андорра	0.001109
2006	млн штук	Тунис	0.000803
2006	млн штук	Сейшельские Острова	1.1e-05
2006	млн штук	Гана	3.8e-05
2006	млн штук	Исландия	0.000147
2006	млн штук	Гибралтар	0.000586
2006	млн штук	Республика Молдова	0.000118
2006	млн штук	Босния и Герцеговина	0.000249
2006	млн штук	Сенегал	0.000505
2006	млн штук	Египет	3e-06
2006	млн штук	Черногория	2.3e-05
2006	млн штук	Замбия	0.000206
2006	млн штук	Нигер	0.00339
2006	млн штук	Фарерские острова	1.07520316462893e-06
2006	млн штук	Буркина-Фасо	0.000106
2006	млн штук	Кот-д'Ивуар	0.001393
2006	млн штук	Кипр	0.004326
2006	млн штук	Коста-Рика	1.4e-05
2006	млн штук	Ангола	0.000285019419660698
2006	млн штук	Габон	0.000117
2006	млн штук	Острова Уоллис и Футуна	2e-06
2006	млн штук	Кения	0.000349
2006	млн штук	Сальвадор	1.1e-05
2006	млн штук	Северная Македония	4.5e-05
2006	млн штук	Доминиканская Республика	5.3e-05
2006	млн штук	Маршалловы Острова	1e-06
2006	млн штук	Мальта	0.003934
2006	млн штук	Эквадор	0.009421
2006	млн штук	Гондурас	0.000109
2006	млн штук	Конго	8.26950027068296e-05
2006	млн штук	Демократическая Республика Конго	0.000180904393832441
2006	млн штук	Либерия	0.0033850863950794
2006	млн штук	Эсватини	0.023211
2006	млн штук	Перу	7.1e-05
2006	млн штук	Никарагуа	1.1e-05
2006	млн штук	Гвинея	1e-06
2006	млн штук	Сьерра-Леоне	0.000285240590217173
2006	млн штук	Мали	0.000149
2006	млн штук	Камерун	1.5e-05
2006	млн штук	Парагвай	3e-06
2006	млн штук	Новая Зеландия	0.00248
2006	млн штук	Малави	4.4e-05
2006	млн штук	Мозамбик	0.000663
2006	млн штук	Того	3.15e-05
2006	млн штук	Тринидад и Тобаго	0.002515
2006	млн штук	Центральноафриканская Республика	3e-06
2006	млн штук	Эфиопия	3e-06
2006	млн штук	Фиджи	0.007969
2006	млн штук	Мадагаскар	4.8e-05
2006	млн штук	Боливия (Многонациональное Государство)	7e-05
2006	млн штук	Ливия	0.000137847547912201
2006	млн штук	Зимбабве	0.000223166666666667
2006	млн штук	Бенин	0.000125
2006	млн штук	Гренада	4.9e-05
2006	млн штук	Шри-Ланка	1e-06
2006	млн штук	Грузия	0.013297
2006	млн штук	Сент-Винсент и Гренадины	1.6e-05
2006	млн штук	Сент-Люсия	4e-05
2006	млн штук	Экваториальная Гвинея	2.63333333333333e-05
2006	млн штук	Алжир	0.000445
2006	млн штук	Новая Каледония	1.1e-05
2006	млн штук	Барбадос	0.000107
2006	млн штук	Лесото	9.8e-05
2006	млн штук	Остров Святой Елены	1.4e-05
2006	млн штук	Уругвай	0.001431
2006	млн штук	Мавритания	0.006301
2006	млн штук	Гамбия	5e-06
2006	млн штук	Бонайре, Синт-Эстатиус и Саба	2.31106166504086e-05
2006	млн штук	Белиз	5.1e-05
2006	млн штук	Антигуа и Барбуда	9e-05
2006	млн штук	Гайана	7.5e-05
2006	млн штук	Бруней-Даруссалам	0.000102
2006	млн штук	Синт-Мартен (нидерландская часть)	1.05389321766932e-05
2006	млн штук	Маврикий	0.000149
2006	млн штук	Суринам	4.05e-05
2006	млн штук	Южный Судан	3.99979999527277e-06
2006	млн штук	Гвинея-Бисау	2.4e-06
2006	млн штук	Аруба	9e-06
2006	млн штук	Туркменистан	6e-06
2006	млн штук	Камбоджа	0.000171
2006	млн штук	Доминика	2e-06
2006	млн штук	Кайман острова	7.3630667497096e-06
2006	млн штук	Острова Теркс и Кайкос	1.36056450953867e-05
2006	млн штук	Афганистан	5.40000000000001e-05
2006	млн штук	Сент-Китс и Невис	1.4e-05
2006	млн штук	Нигерия	2.89820024630032e-05
2006	млн штук	Судан	0.00031521877392663
2006	млн штук	Гренландия	6e-06
2006	млн штук	Острова Кука	1e-05
2006	млн штук	Бурунди	0.00065
2006	млн штук	Британские Виргинские острова	2.5e-05
2006	млн штук	Тимор-Лешти	0.00021775
2006	млн штук	Суда и бункеры	1e-06
2006	млн штук	Ирак	2.82787610821705e-05
2006	млн штук	Куба	0.000222
2006	млн штук	Остров Норфолк	2e-06
2006	млн штук	Сирийская Арабская Республика	3.4e-05
2006	млн штук	Фолклендские (Мальвинские) острова	4e-06
2006	млн штук	Монтсеррат	2e-06
2006	млн штук	Лаосская Народно-Демократическая Республика	1.60699132862444e-05
2006	млн штук	Британская территория в Индийском океане	0.000113
2006	млн штук	Папуа-Новая Гвинея	2.04285714285714e-05
2006	млн штук	Северные Марианские острова	1e-06
2006	млн штук	Сен-Пьер и Микелон	1e-06
2006	млн штук	Тувалу	7e-06
2006	млн штук	Эритрея	5e-06
2006	млн штук	Коморские Острова	0.666669333333333
2006	млн штук	Непал	0.000428291134365128
